Input.problem_id,Input.cleaned_response,correctness_label_final
2006_AMC_12B_Problems_10,"**Solution 2:**
Let the sides be \(x\), \(3x\), and \(15\), so the perimeter is \(4x + 15\). Check each option:

- **47:** \(4x + 15 = 47 \Rightarrow x = 8\). Sides: \(8, 24, 15\). Check triangle inequality: \(8 + 15 = 23 \not> 24\). Invalid.
- **46:** \(4x + 15 = 46 \Rightarrow x = 7.75\). Not an integer. Invalid.
- **45:** \(4x + 15 = 45 \Rightarrow x = 7.5\). Not an integer. Invalid.
- **44:** \(4x + 15 = 44 \Rightarrow x = 7.25\). Not an integer. Invalid.
- **43:** \(4x + 15 = 43 \Rightarrow x = 7\). Sides: \(7, 21, 15\). Check inequalities:  
  \(7 + 15 > 21 \Rightarrow 22 > 21\),  
  \(7 + 21 > 15 \Rightarrow 28 > 15\),  
  \(15 + 21 > 7 \Rightarrow 36 > 7\). Valid.  

Thus, the greatest possible perimeter is \(\boxed{\text{(A) }43}\).",1
2024_USAJMO_Problems_3,"We aim to prove that for any prime \( p > 2 \) and positive integer \( k \), some term of the sequence \( a(n) \) is divisible by \( p^k \). 

**Step 1: Base Case (\( k = 1 \))**  
First, show that \( p \) divides some term \( a(m) \). Consider \( m = p - 2 \). Compute \( a(p - 1) \):  
\(
a(p - 1) = a(p - 2)^{p - 1} - 1.
\)  
If \( a(p - 2) \not\equiv 0 \mod p \), by Fermat's Little Theorem, \( a(p - 2)^{p - 1} \equiv 1 \mod p \). Thus, \( a(p - 1) \equiv 1 - 1 \equiv 0 \mod p \). Hence, \( p \) divides \( a(p - 1) \).

**Step 2: Inductive Step for Exponent Lifting**  
Assume \( p^k \) divides \( a(n) \) for some even \( n \). Then:  
\(
a(n + 1) = a(n)^{n + 1} - 1 \equiv -1 \mod p^{k + 1},
\)  
since \( a(n) \equiv 0 \mod p^k \) implies \( a(n)^{n + 1} \equiv 0 \mod p^{k(n + 1)} \geq p^{k + 1} \). Next,  
\(
a(n + 2) = (-1)^{n + 2} - 1 \equiv 1 - 1 = 0 \mod p^{k + 1},
\)  
because \( n \) is even. By induction, \( p^{k + 1} \) divides \( a(n + 2) \).

**Step 3: Handling No Even Terms Divisible by \( p \)**  
If no even \( n \) satisfies \( p \mid a(n) \), all such \( n \) must be odd. By the Chinese Remainder Theorem, choose \( m \equiv -1 \mod p - 1 \) and \( m \equiv 0 \mod p^k \). For this \( m \), Fermat's Little Theorem gives \( a(m) \equiv 0 \mod p \). Applying the Lifting the Exponent Lemma iteratively shows \( p^k \mid a(m) \).

**Conclusion:**  
In all cases, there exists a term \( a(n) \) divisible by \( p^k \). This combines explicit construction, induction, and modular arithmetic to establish the result.",0
2022_AMC_12A_Problems_9,"We can determine the number of truth-tellers by analyzing the differences in ""yes"" responses across the three questions:

1. **First Question (""Are you a truth-teller?""):**  
   Truth-tellers (T) answer ""yes."" Liars (L) also answer ""yes"" (lying). Alternaters starting with a lie (A₂) answer ""yes,"" while those starting truthfully (A₁) answer ""no.""  
   Total ""yes"" responses:  
   \(
   T + L + A₂ = 22 \quad \text{(1)}
   \)

2. **Second Question (""Are you an alternater?""):**  
   Truth-tellers (T) answer ""no."" Liars (L) lie and answer ""yes."" Alternaters starting with a lie (A₂) truthfully answer ""yes,"" while A₁ answer ""no.""  
   Total ""yes"" responses:  
   \(
   L + A₂ = 15 \quad \text{(2)}
   \)

3. **Third Question (""Are you a liar?""):**  
   Truth-tellers (T) and liars (L) both answer ""no."" Alternaters starting with a lie (A₂) lie here and answer ""yes,"" while A₁ answer ""no.""  
   Total ""yes"" responses:  
   \(
   A₂ = 9 \quad \text{(3)}
   \)

**Solving the System:**  
From (3), substitute \( A₂ = 9 \) into (2):  
\(
L + 9 = 15 \implies L = 6.
\)  
Substitute \( L = 6 \) and \( A₂ = 9 \) into (1):  
\(
T + 6 + 9 = 22 \implies T = 7.
\)  

**Conclusion:**  
Truth-tellers answered ""yes"" only to the first question. Thus, the principal gave \( T = \boxed{\textbf{(A) } 7} \) candies to them.",1
2016_AMC_8_Problems_6,"We construct a cumulative frequency table to systematically locate the median. The bar graph shows frequencies for name lengths:  
- **3 letters:** 7  
- **4 letters:** 3 (Cumulative: 7 + 3 = 10)  
- **5 letters:** 1 (Cumulative: 10 + 1 = 11)  
- **6 letters:** 4 (Cumulative: 11 + 4 = 15)  
- **7 letters:** 4 (Cumulative: 15 + 4 = 19)  

Since the median is the 10th value in the ordered list of 19, we identify the smallest cumulative frequency that reaches or exceeds 10. The cumulative frequency for **4 letters** is exactly 10. Therefore, the median length is \(\boxed{\textbf{(B)}\ 4}\).",1
2010_USAMO_Problems_6,"To determine the largest number \( N \) of points that the student can guarantee to score regardless of which 68 pairs have been written on the board, we can use a combinatorial argument involving the pigeonhole principle and careful construction of erasure sets.

### Key Steps and Reasoning:

1. **Problem Understanding**:
   - The student needs to erase integers such that no two erased integers are additive inverses.
   - Each pair on the blackboard contributes a point if at least one integer is erased.
   - The goal is to maximize the minimum guaranteed score over all possible configurations of pairs.

2. **Graph Theoretical Insight**:
   - Consider the integers as nodes in a graph where edges represent pairs.
   - The student's task is to select an independent set (no two nodes are additive inverses) that covers as many edges (pairs) as possible.

3. **Adversarial Configuration**:
   - The worst-case scenario involves pairs structured to minimize the student's score. This includes pairs like \((k, -k)\) and dense configurations of other pairs.
   - For example, a configuration with 28 pairs forming a complete graph \( K_8 \) among negatives and 5 pairs for each of 8 positives.

4. **Balanced Erasure Strategy**:
   - The student can balance erasures between positive and negative integers to cover the maximum number of pairs.
   - For each positive integer \( k \), erasing \( k \) or \(-k \) affects the coverage of pairs involving \( k \) or \(-k \).

5. **Combinatorial Bounding**:
   - Using a specific example, erasing 5 out of 8 positives and 3 negatives maximizes the score.
   - The formula \( 28 + 5x - \binom{x}{2} \) is maximized at \( x = 5 \) or \( x = 6 \), giving a score of 43.

6. **Generalization and Lower Bound**:
   - For any configuration, the expected number of pairs covered using a probabilistic method (choosing positives with probability \( p \)) is shown to be at least 43.
   - This expectation ensures the existence of a deterministic strategy achieving at least 43 points.

### Conclusion:
By carefully analyzing the worst-case configurations and using a balanced strategy to erase integers, the student can guarantee scoring at least 43 points regardless of the initial pairs. Thus, the largest number \( N \) of points that can be guaranteed is:

\(
\boxed{43}
\)",1
2023_USAJMO_Problems_5,"We analyze the game using a *potential function* approach. For each integer \( n \) on the board, define its potential as \( \nu_2(n) \), the exponent of 2 in its prime factorization. The total potential of the board is the sum of potentials of all numbers. We show this potential strictly decreases over time under the given conditions, ensuring termination.

1. **Initial Setup:** Suppose all integers \( n \) on the board satisfy \( \nu_2(n) < \nu_2(a) \). Let \( S = \sum_{n \text{ on board}} \nu_2(n) \) be the total potential.

2. **Alice's Move:** When Alice adds \( a \) to a number \( n \), since \( \nu_2(n) < \nu_2(a) \), we have \( \nu_2(n + a) = \nu_2(n) \). This follows because \( a = 2^{\nu_2(a)} \cdot k \) (where \( k \) is odd), and \( n = 2^{\nu_2(n)} \cdot m \) (with \( m \) odd and \( \nu_2(n) < \nu_2(a) \)). Then \( n + a = 2^{\nu_2(n)}(m + 2^{\nu_2(a) - \nu_2(n)}k) \), where the term in parentheses is odd. Thus, \( \nu_2(n + a) = \nu_2(n) \), leaving the total potential \( S \) unchanged.

3. **Bob's Move:** Bob replaces an even \( n \) with \( n/2 \), reducing \( \nu_2(n) \) by 1. This strictly decreases \( S \).

4. **Termination Argument:** Initially, \( S \) is finite. Since Alice cannot increase \( S \) and Bob repeatedly decreases it, \( S \) must eventually reach 0. When \( S = 0 \), all numbers are odd, leaving Bob with no valid moves. Hence, the game terminates.",1
2003_AMC_8_Problems_18,"We model the problem using graph theory. Sarah's classmates form a graph where edges represent friendships. Sarah (not a node) is connected to her friends. Invited classmates include her direct friends and their friends.  

1. **Identify Sarah's friends (direct neighbors):** From the Asymptote code, nodes connected to Sarah (oval) are \( p, o, d, e, j, k, q, s \).  
2. **Find friends of friends:** For each friend, list their adjacent classmates (excluding Sarah):  
   - \( d \) connects to \( b, c, e \)  
   - \( e \) connects to \( d, c, f \)  
   - \( j \) connects to \( i \)  
   - \( s \) connects to \( r, t \)  
   Others (\( p, o, k, q \)) have no classmates as friends.  
3. **Combine invited sets:**  
   - Direct friends: \( \{p, o, d, e, j, k, q, s\} \) (8 people).  
   - Friends of friends: \( \{b, c, f, i, r, t\} \) (6 people).  
   Total invited: \( 8 + 6 = 14 \).  

4. **Calculate uninvited:** \( 20 - 14 = 6 \).  

Uninvited classmates are \( a \) (isolated), \( g, h \) (friends of friends of friends), and \( l, m, n \) (closed trio). Thus, the answer is \(\boxed{\textbf{(D)}\ 6}\).",1
2011_AIME_I_Problems_12,"To solve the problem, we need to find the minimum number of women \( n \) such that the probability \( p \) of having at least four men standing together, given that every man stands next to at least one other man, does not exceed 1%.

### Key Steps:

1. **Valid Arrangements**:
   - We consider the valid arrangements where all men are in groups of at least 2. The possible groupings are:
     - One group of 6 men.
     - One group of 4 men and one group of 2 men.
     - Two groups of 3 men.
     - Three groups of 2 men.
   - The number of ways to place these groups among \( n \) women is calculated using combinations.

2. **Favorable Arrangements**:
   - The favorable arrangements are those with at least one group of 4 or more men. This includes:
     - One group of 6 men.
     - One group of 4 men and one group of 2 men.

3. **Probability Calculation**:
   - The probability \( p \) is the ratio of favorable arrangements to valid arrangements.
   - Using combinatorial methods, we derive the expression for \( p \).

4. **Inequality Setup**:
   - We set up the inequality to ensure \( p \leq \frac{1}{100} \):
     \(
     \frac{6(n + 1)}{n^2 + 8n + 6} \leq \frac{1}{100}
     \)
   - Simplifying this inequality leads to solving a quadratic equation, which gives the minimum value of \( n \).

### Solution:

1. **Valid Arrangements**:
   - The total number of valid arrangements is given by:
     \(
     \binom{n+1}{3} + 3\binom{n+1}{2} + (n+1)
     \)

2. **Favorable Arrangements**:
   - The number of favorable arrangements is given by:
     \(
     2\binom{n+1}{2} + (n+1)
     \)

3. **Probability Expression**:
   - The probability \( p \) is:
     \(
     p = \frac{2\binom{n+1}{2} + (n+1)}{\binom{n+1}{3} + 3\binom{n+1}{2} + (n+1)}
     \)

4. **Simplifying the Inequality**:
   - After simplification, the inequality becomes:
     \(
     \frac{6(n + 1)}{n^2 + 8n + 6} \leq \frac{1}{100}
     \)
   - Solving this inequality leads to the quadratic equation:
     \(
     n^2 - 592n - 594 \geq 0
     \)
   - The smallest integer solution to this inequality is \( n = 594 \).

### Final Answer:
\(
\boxed{594}
\)",1
2004_USAMO_Problems_6,"We utilize symmetry and properties of equidistant points to establish that \(ABCD\) is an isosceles trapezoid.

**Step 1: Equidistant Vertices Imply Perpendicular Bisectors**  
Given the inscribed circle centered at \(I\), the problem's equality conditions (from the original solution) force \(AI = DI\) and \(BI = CI\). Thus, \(I\) lies on the perpendicular bisectors of \(AD\) and \(BC\). Since \(AD\) and \(BC\) are sides of the quadrilateral, their perpendicular bisectors must coincide, implying \(AD \parallel BC\).

**Step 2: Symmetry and Congruent Triangles**  
With \(AI = DI\) and \(BI = CI\), triangles \(AIB\) and \(DIC\) are congruent by SAS (shared angle at \(I\), equal sides). Hence, \(AB = DC\). Similarly, reflecting \(I\) across the line of symmetry (the common perpendicular bisector) swaps \(A \leftrightarrow D\) and \(B \leftrightarrow C\), confirming \(AB = CD\) and \(AD \parallel BC\).

**Step 3: Conclusion of Isosceles Trapezoid**  
A quadrilateral with one pair of parallel sides (\(AD \parallel BC\)) and the non-parallel sides equal (\(AB = CD\)) is an isosceles trapezoid. The incircle's tangency ensures the necessary angle congruency for trapezoid legs, completing the proof. \(\blacksquare\)",0
2021_USAJMO_Problems_4,"To solve the problem, we need to move the three pins such that the triangle formed has an area of 2021 with the least number of moves.

1. **Positioning Points Strategically:**
   - Place **pin A** at \((12, 0)\), requiring \(12\) moves.
   - Place **pin B** at \((0, -62)\), requiring \(62\) moves.
   - Place **pin C** at \((-53, 1)\), requiring \(53 + 1 = 54\) moves.

2. **Total Moves Calculation:**
   - Sum of moves: \(12 + 62 + 54 = 128\).

3. **Verification of Area:**
   - Using the determinant formula for area:
     \(
     \text{Area} = \frac{1}{2} \left| 12(-62 - 1) + 0(1 - 0) + (-53)(0 - (-62)) \right|
     \)
     \(
     = \frac{1}{2} \left| 12(-63) + 0 + (-53)(62) \right| = \frac{1}{2} \left| -756 - 3286 \right| = \frac{1}{2} \times 4042 = 2021
     \)

**Answer:** \(\boxed{128}\)",0
1962_AHSME_Problems_11,"Consider the quadratic equation \( x^2 - px + \frac{p^2 - 1}{4} = 0 \). The parabola representing this equation has its vertex at \( \left( \frac{p}{2}, -\frac{1}{4} \right) \) (derived by completing the square or using vertex formula). The vertical distance from the vertex to the x-axis is \( \frac{1}{4} \). 

For a parabola \( y = a(x - h)^2 + k \), the horizontal distance from the vertex to the roots is \( \sqrt{-\frac{k}{a}} \). Here, \( a = 1 \) and \( k = -\frac{1}{4} \), so this distance is \( \sqrt{\frac{1}{4}} = \frac{1}{2} \). 

Since the roots are symmetrically placed around the vertex at \( \frac{p}{2} \pm \frac{1}{2} \), their difference is \( \left( \frac{p}{2} + \frac{1}{2} \right) - \left( \frac{p}{2} - \frac{1}{2} \right) = 1 \). 

Thus, the difference between the roots is \( \boxed{\textbf{(B)}} \).",1
1994_AJHSME_Problems_20,"To minimize \(\frac{W}{X} + \frac{Y}{Z}\) with distinct digits \(W, X, Y, Z \in \{1,2,\dots,9\}\), systematically evaluate the smallest numerators and largest denominators:

1. Identify candidates: The smallest numerators are \(1\) and \(2\), and the largest denominators are \(8\) and \(9\).  
2. Generate permutations: Assign \(1\) and \(2\) to numerators (\(W, Y\)) and \(8\) and \(9\) to denominators (\(X, Z\)). This yields two valid configurations:  
   - Case 1: \(\frac{1}{8} + \frac{2}{9}\)  
     \(
     \frac{1}{8} + \frac{2}{9} = \frac{9 + 16}{72} = \frac{25}{72}.
     \)
   - Case 2: \(\frac{1}{9} + \frac{2}{8}\)  
     \(
     \frac{1}{9} + \frac{2}{8} = \frac{8 + 18}{72} = \frac{26}{72} = \frac{13}{36}.
     \)
3. Compare results: \(\frac{25}{72} \approx 0.347\) is smaller than \(\frac{13}{36} \approx 0.361\).  

By exhaustively checking the minimal candidate pairs, the smallest sum is \(\boxed{\text{(D)}\ \frac{25}{72}}\).",1
2023_AMC_12B_Problems_4,"First, convert the length of the paint strip from meters to millimeters:  
\(25\) meters \(= 25 \times 1000 = 25,000\) millimeters.  
The width is already \(6.5\) millimeters. The area in square millimeters is:  
\(6.5 \, \text{mm} \times 25,000 \, \text{mm} = 162,500 \, \text{mm}^2\).  
Since \(1 \, \text{cm}^2 = 100 \, \text{mm}^2\), divide by \(100\) to convert to square centimeters:  
\(162,500 \div 100 = 1,625 \, \text{cm}^2\).  
Thus, Jackson could cover \(\boxed{\textbf{(C) 1,625}}\) square centimeters of paper.",1
1989_AIME_Problems_12,"To find the distance squared between the midpoints of edges \(AB\) and \(CD\) in tetrahedron \(ABCD\), we employ a coordinate geometry and vector approach:

1. **Assign Coordinates**:
   - Place \(C\) at the origin: \(C = (0, 0, 0)\).
   - Place \(B\) along the x-axis: \(B = (36, 0, 0)\) (since \(BC = 36\)).

2. **Determine Coordinates for \(D\)**:
   - Using \(CD = 13\) and \(BD = 27\), solve for \(D\):
     \(
     d_1 = \frac{92}{9}, \quad d_2^2 + d_3^2 = \frac{5225}{81}
     \)

3. **Determine Coordinates for \(A\)**:
   - Using \(AC = 7\) and \(AB = 41\), solve for \(A\):
     \(
     a_1 = -\frac{14}{3}, \quad a_2^2 + a_3^2 = \frac{245}{9}
     \)

4. **Compute the Dot Product**:
   - Calculate \((A - C) \cdot (B - D)\) using coordinates and previously found values:
     \(
     (A - C) \cdot (B - D) = -115
     \)

5. **Apply Distance Formula**:
   - Use the vector expression for the midpoints:
     \(
     d^2 = \frac{1}{4} \left( |A - C|^2 + |B - D|^2 + 2(A - C) \cdot (B - D) \right)
     \)
   - Substitute values:
     \(
     d^2 = \frac{1}{4} \left( 49 + 729 + 2(-115) \right) = \frac{1}{4} \times 548 = 137
     \)

Thus, the distance squared is \(\boxed{137}\).",1
2002_AMC_12P_Problems_8,"To solve the problem using the **Power of a Point theorem**, follow these steps:

1. **Power of a Point**: For a point outside a circle, the square of the tangent length equals the product of the distances from the point to the circle's intersection points with a secant line. Here, points \( C \) and \( D \) lie on diameter \( AB \), and \( EC \), \( FD \) are perpendicular to \( AB \). Since \( E \) and \( F \) are on the semicircle, the Power of a Point theorem applies:
   \(
   EC^2 = AC \cdot CB \quad \text{and} \quad FD^2 = AD \cdot DB.
   \)

2. **Calculate \( EC \) and \( FD \)**:
   - For \( C \): \( AC = 1 \), \( CB = AB - AC = 26 - 1 = 25 \).
     \(
     EC^2 = 1 \cdot 25 = 25 \implies EC = 5.
     \)
   - For \( D \): \( AD = 8 \), \( DB = AB - AD = 26 - 8 = 18 \).
     \(
     FD^2 = 8 \cdot 18 = 144 \implies FD = 12.
     \)

3. **Coordinates of \( E \) and \( F \)**:
   - \( E \) is vertically above \( C \), so \( E = (1, 5) \).
   - \( F \) is vertically above \( D \), so \( F = (8, 12) \).

4. **Distance \( EF \)**:
   Use the distance formula:
   \(
   EF = \sqrt{(8 - 1)^2 + (12 - 5)^2} = \sqrt{49 + 49} = \sqrt{98} = 7\sqrt{2}.
   \)

**Answer:** \(\boxed{D}\)",1
1998_AIME_Problems_13,"To solve for \( S_9 \) given \( S_8 = -176 - 64i \), we use a linear recurrence approach with particular solutions derived from the structure of the problem.

1. **Recurrence Relation:**
   The sum \( S_n \) follows the recurrence:
   \(
   S_n = 2S_{n-1} + T_n
   \)
   where \( T_n = n \cdot i \cdot (1 + i)^{n-1} \).

2. **General Solution:**
   Solving the nonhomogeneous linear recurrence, we find the homogeneous solution \( S_n^{(h)} = C \cdot 2^n \) and a particular solution of the form \( S_n^{(p)} = (A n + B)(1 + i)^n \).

3. **Determining Constants:**
   Using initial conditions (e.g., \( S_1 = i \)), we find constants \( A = \frac{1 - i}{2} \), \( B = 1 \), and \( C = -1 \). The general solution is:
   \(
   S_n = -2^n + \left( \frac{(1 - i)}{2}n + 1 \right)(1 + i)^n
   \)

4. **Compute \( S_8 \):**
   Substituting \( n = 8 \):
   \(
   S_8 = -2^8 + \left( \frac{(1 - i)}{2} \cdot 8 + 1 \right)(1 + i)^8 = -256 + (5 - 4i) \cdot 16 = -176 - 64i
   \)
   This matches the given \( S_8 \).

5. **Compute \( S_9 \):**
   Substitute \( n = 9 \):
   \(
   S_9 = -2^9 + \left( \frac{(1 - i)}{2} \cdot 9 + 1 \right)(1 + i)^9
   \)
   Calculate components:
   \(
   \frac{(1 - i)}{2} \cdot 9 = \frac{9}{2}(1 - i), \quad \text{add 1: } \frac{9}{2}(1 - i) + 1 = \frac{11}{2} - \frac{9}{2}i
   \)
   Multiply by \( (1 + i)^9 = 16(1 + i) \):
   \(
   \left( \frac{11}{2} - \frac{9}{2}i \right)(16 + 16i) = 160 + 16i
   \)
   Thus:
   \(
   S_9 = -512 + 160 + 16i = -352 + 16i
   \)

6. **Final Answer:**
   Compute \( |p| + |q| = |-352| + |16| = 352 + 16 = 368 \).",1
2002_AMC_12A_Problems_21,"To determine the smallest \( n \) such that \( S_n > 10,000 \), we analyze the sequence's periodicity and leverage modular arithmetic:

1. **Identify Periodicity**:  
   The sequence is generated by taking the units digit of the sum of the two preceding terms. Since there are only 100 possible pairs of consecutive digits, the sequence must eventually repeat. By computing terms, we observe that the sequence becomes periodic with period 12:  
   \(
   4, 7, 1, 8, 9, 7, 6, 3, 9, 2, 1, 3, \dots
   \)  
   The sum of one full period is \( 4 + 7 + 1 + 8 + 9 + 7 + 6 + 3 + 9 + 2 + 1 + 3 = 60 \).

2. **Compute Full Periods Needed**:  
   Divide \( 10,000 \) by the period sum to find the number of full periods required:  
   \(
   \left\lfloor \frac{10,000}{60} \right\rfloor = 166 \quad \text{(full periods)}.
   \)  
   This corresponds to \( 166 \times 12 = 1992 \) terms, giving \( S_{1992} = 166 \times 60 = 9960 \).

3. **Residual Sum Requirement**:  
   After 1992 terms, the residual sum needed is \( 10,000 - 9960 = 40 \). We now compute how many additional terms from the next period are required to exceed 40. The next terms in the period are:  
   \(
   4, 7, 1, 8, 9, 7, 6, \dots
   \)  
   Cumulative sums:  
   \(
   4,\ 11,\ 12,\ 20,\ 29,\ 36,\ 42,\ \dots
   \)  
   After \( 7 \) terms, the cumulative sum is \( 42 \), which exceeds \( 40 \).

4. **Final Calculation**:  
   Adding these \( 7 \) terms to \( 1992 \), we get \( n = 1992 + 7 = 1999 \). Verify:  
   \(
   S_{1999} = 9960 + 4 + 7 + 1 + 8 + 9 + 7 + 6 = 10,002 > 10,000.
   \)

Thus, the smallest \( n \) is \(\boxed{\text{(B) }1999}\).",1
1999_AMC_8_Problems_8,"By analyzing adjacencies in the net:  
- The white face (W) is directly adjacent to yellow (Y) and orange (O).  
- The remaining colors (R, B, G) are candidates for the opposite face.  
- Green (G) is adjacent to Y in the net, so folding places G adjacent to W.  
- Red (R) is adjacent to B, and folding positions R such that it shares an edge with W.  
- Blue (B) is not adjacent to W in the net and remains non-adjacent after folding.  
Thus, the face opposite W is \(\boxed{\text{(A)}\ B}\).",1
2000_IMO_Problems_5,"We aim to show no positive integer \( n \) with exactly 2000 distinct prime divisors can satisfy \( n \mid 2^n + 1 \). 

**Step 1:** Assume such an \( n \) exists. For every prime \( p \mid n \), \( 2^n \equiv -1 \pmod{p} \). Squaring both sides:  
\( 2^{2n} \equiv 1 \pmod{p}. \)  
Thus, the multiplicative order \( \text{ord}_p(2) \) divides \( 2n \) but not \( n \), forcing \( \text{ord}_p(2) = 2d \) where \( d \mid n \).

**Step 2:** By Fermat’s Little Theorem, \( \text{ord}_p(2) \mid p-1 \). Hence, \( 2d \mid p-1 \), implying \( p \equiv 1 \pmod{2d} \). Since \( d \mid n \), \( d \) is a product of primes dividing \( n \).

**Step 3:** Let \( p \) be the smallest prime divisor of \( n \). Then \( p \equiv 1 \pmod{2d} \), where \( d \) is a divisor of \( n \). As \( d \mid n \), \( d \) is a product of primes \( \geq p \). The smallest possible \( d \geq 1 \), so \( 2d \geq 2 \). Hence:  
\( p \equiv 1 \pmod{2} \implies p \text{ is odd}, \)  
which holds trivially. To refine, consider \( d \geq 1 \). If \( d = 1 \), then \( p \equiv 1 \pmod{2} \), which is redundant. For \( d \geq p \), since \( d \) contains primes \( \geq p \), \( 2d \geq 2p \). Thus:  
\( p \equiv 1 \pmod{2d} \implies p \geq 2d + 1 \geq 2p + 1, \)  
which is impossible unless \( p \leq -1 \), a contradiction. Hence, no such \( p \) exists.

**Conclusion:** The assumption leads to a contradiction. Therefore, no \( n \) with 2000 distinct prime divisors can divide \( 2^n + 1 \).",1
2016_AMC_10A_Problems_16,"To solve the problem, we reverse the sequence of transformations step-by-step using inverse operations. 

1. **Original Transformations**: First a reflection over the \( x \)-axis, then a \( 90^\circ \) counterclockwise (CCW) rotation.
2. **Inverse Transformations**: To undo these, reverse the order and apply inverses:
   - **Undo the rotation**: A \( 90^\circ \) clockwise (CW) rotation (inverse of CCW).
   - **Undo the reflection**: Reflect over the \( x \)-axis again.

   Applying these inverses sequentially:
   - For any point \((x, y)\), rotating \( 90^\circ \) CW maps it to \((y, -x)\).
   - Reflecting over the \( x \)-axis then maps it to \((y, x)\).

3. **Equivalent Single Transformation**: The composition of a \( 90^\circ \) CW rotation followed by an \( x \)-axis reflection is equivalent to a reflection over the line \( y = x \). This single transformation maps:
   - \( A''(2, 0) \to A(0, 2) \)
   - \( B''(2, -3) \to B(-3, 2) \)
   - \( C''(0, -3) \to C(-3, 0) \)

Thus, the required transformation is \(\boxed{\textbf{(D)}}\) (reflection about \( y = x \)).",1
2001_AMC_12_Problems_25,"We analyze the recurrence relation directly to establish periodicity and then determine the valid values of \( x \).

1. **Recurrence Relation and Periodicity:**
   The sequence satisfies \( a_{n+1} = \frac{a_n + 1}{a_{n-1}} \). Starting with \( a_1 = x \) and \( a_2 = 2000 \), we observe that the transformation \( T(a, b) = \left(b, \frac{b + 1}{a}\right) \) generates subsequent terms. Applying \( T \) iteratively:
   \(
   \begin{aligned}
   T(x, 2000) &= \left(2000, \frac{2001}{x}\right), \\
   T\left(2000, \frac{2001}{x}\right) &= \left(\frac{2001}{x}, \frac{2001 + x}{2000x}\right), \\
   T\left(\frac{2001}{x}, \frac{2001 + x}{2000x}\right) &= \left(\frac{2001 + x}{2000x}, \frac{1 + x}{2000}\right), \\
   T\left(\frac{2001 + x}{2000x}, \frac{1 + x}{2000}\right) &= \left(\frac{1 + x}{2000}, x\right), \\
   T\left(\frac{1 + x}{2000}, x\right) &= \left(x, 2000\right).
   \end{aligned}
   \)
   After five transformations, the sequence repeats, confirming a period of 5.

2. **Identifying Positions for 2001:**
   Since the sequence is periodic with period 5, \( 2001 \) must appear in \( a_1, a_3, a_4, \) or \( a_5 \) (as \( a_2 = 2000 \) is fixed). For each position:
   - **\( a_1 = x \):** \( x = 2001 \).
   - **\( a_3 = \frac{2001}{x} \):** \( \frac{2001}{x} = 2001 \Rightarrow x = 1 \).
   - **\( a_4 = \frac{2001 + x}{2000x} \):** Solve \( \frac{2001 + x}{2000x} = 2001 \Rightarrow x = \frac{2001}{2000 \cdot 2001 - 1} \).
   - **\( a_5 = \frac{1 + x}{2000} \):** Solve \( \frac{1 + x}{2000} = 2001 \Rightarrow x = 2000 \cdot 2001 - 1 \).

3. **Distinct Solutions:**
   The four solutions are:
   \(
   x = 2001,\quad x = 1,\quad x = \frac{2001}{4001999},\quad x = 4001999.
   \)
   All values are distinct, yielding \(\boxed{4}\) valid values for \( x \).",1
2023_AMC_12A_Problems_23,"To solve the problem using substitution and quadratic analysis, we start by letting \( u = 2a \) and \( v = b \). Substituting into the original equation:

\(
(1 + u)(2 + 2v)(u + v) = 32ab = 16uv.
\)

Simplifying, we divide by 2:

\(
(1 + u)(1 + v)(u + v) = 8uv.
\)

Expanding and rearranging terms, we analyze the quadratic in \( u \) and \( v \). By setting \( u = v \), we test symmetry and solve:

\(
(1 + u)^2(2u) = 8u^2 \implies (1 + u)^2 = 4u \implies u = 1.
\)

This gives \( a = 0.5 \) and \( b = 1 \).",0
2024_USAJMO_Problems_4,"To determine the number of orderly colorings, we analyze the grid's structure under row and column permutations:

1. **Permutation Matrices and Their Complements:**
   - A *permutation matrix* has exactly one red square per row and column. Permuting rows (or columns) can be uniquely undone by permuting columns (or rows), satisfying the orderly conditions. There are \( n! \) such matrices.
   - The *complement* of a permutation matrix (one blue square per row/column) similarly allows restoration via permutations, yielding another \( n! \) colorings.

2. **Monochromatic Grids:**
   - If all squares are red (or blue), any permutation leaves the grid unchanged. Thus, trivial row/column permutations restore the grid, giving 2 additional orderly colorings.

3. **Excluding Non-Orderly Colorings:**
   - For grids not matching the above cases, there exist row or column permutations that cannot be undone. For example, a column with \( 1 < m < n-1 \) red squares lacks sufficient unique configurations to revert all permutations (via the pigeonhole principle), making such grids non-orderly.

The total number of orderly colorings is \( 2 \cdot n! + 2 \). This combines permutation matrices, their complements, and monochromatic grids, leveraging their inherent symmetries to satisfy the restoration conditions. 

The number of orderly colorings is \(\boxed{2n! + 2}\).",1
